index,Año,Trimestre,Provincia,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Latitud,Longitud,Accesos_siguiente_trimestre,KPI_propuesto,Mbps_ano_anterior,KPI_crecimiento_anual,Variacion_trimestral,KPI_variacion_trimestral_media
283,2021,1,SANTA CRUZ,7.501531847531764,12.391825403443834,41.64783103990742,-48.863730255517886,-69.86373350526509,36.99957245908797,11.160865919681237,10.89,-31.1154100318479,-0.7049310223411229,-0.12561798134143443
284,2021,1,SANTA FE,28.130630073152936,23.242382186130484,73.91656407026184,-31.64634283294476,-61.04726054930406,73.58073807267776,0.45433117976758153,38.89,-27.666160778727345,-0.3624052668831865,-0.26625370320098174
285,2021,1,SANTIAGO DEL ESTERO,11.584174516498134,11.334871169032644,45.67308282365455,-27.784103764741893,-63.62189998971087,43.749256620689934,4.212166300209213,14.5,-20.109141265530113,-0.21951770618420774,-0.09300274074921289
286,2021,1,TIERRA DEL FUEGO,8.734752396277898,22.9312154304354,77.34935609177366,-62.35015217161648,-59.53190998460846,76.26583496977399,1.4008146631680911,10.73,-18.595038245313162,2.8045674846583175,-1.5518589025626222
287,2021,1,TUCUMAN,37.97961958190828,13.57896382467824,54.81892254125389,-26.998180477681764,-65.29453734502505,54.78340441369959,0.06479172867282898,47.24,-19.602837464207706,-0.027199995049768333,-0.15914237740495896
288,2020,4,BUENOS AIRES,50.00838083963576,22.90151153254686,68.97702220170737,-35.633728326052875,-59.695392866402734,67.65618983090923,1.9148874924401265,60.2091238315554,-16.94218806514747,-0.09684244321515223,-0.44756824038731313
290,2020,4,CATAMARCA,37.6500877273544,12.567459308545084,49.40688354549741,-27.97273476331947,-66.12713970412685,47.15709898417198,4.553585249419069,46.380057758939095,-18.822680379051736,0.12918039028856754,-0.7174981176935153
291,2020,4,CHACO,32.45204676418101,11.50064617804086,43.03078864977911,-26.86207729911804,-60.15511735633289,41.54192057806515,3.4600064707891476,42.342637514688604,-23.3584663852755,-0.028250299446984428,-0.3776346174203815
292,2020,4,CHUBUT,7.383087626414736,20.95087117462161,68.35189915825622,-44.077151734192086,-68.66765299463769,68.34389815720037,0.01170560167950929,9.082660638555469,-18.71228134326769,-0.19696714045465313,-1.35817464378177
293,2020,4,CORDOBA,35.120601241883946,23.904978675681004,78.07960876338194,-31.846608244153405,-63.96214628932277,75.22035723669207,3.661969587161682,46.36090745799214,-24.245224764621128,-0.156392969980498,-0.604761238814473
294,2020,4,CORRIENTES,25.446700896630592,11.172002734788627,42.42828394694903,-28.61578113415668,-57.97533573736128,41.750749470464434,1.596893424517859,35.772659194287044,-28.865503795998276,-0.06211313474746838,-0.25898089306795313
295,2020,4,ENTRE RIOS,24.05327825306045,17.78197083072765,59.47430676097378,-31.925167566210387,-59.26302098168299,58.1901640924315,2.1591553369478147,33.31712584167462,-27.805062275289398,-0.28861089077670954,-0.3227985318118982
296,2020,4,FORMOSA,19.6983490087788,8.268390853815193,32.487381907596735,-25.09315954739276,-59.46860152020448,31.90562331018653,1.7907216994736266,28.75764894769421,-31.502227304439597,-0.06250443061471422,-0.1593155187304931
297,2020,4,JUJUY,25.20639328416149,13.66962311713536,53.45659123390888,-23.523573011085336,-65.43805280478172,54.04441923820905,-1.0996361547410014,27.14434303841708,-7.139424046891954,-0.5564228493653758,-0.572885063201622
298,2020,4,LA PAMPA,9.875605170860927,26.9404221718048,81.76793248945148,-36.47714174789248,-64.4553406128059,79.26447706670275,3.061659193928731,13.853882842854397,-28.715975998349073,-0.0028777269202429068,-0.4949527381903511
299,2020,4,LA RIOJA,12.534655980598345,13.339129511730942,50.11061211701148,-29.330863895517307,-67.13983451857555,50.11811323630268,-0.014969123254152613,39.69594513667998,-68.42333407747475,0.08076934828137006,-0.2302341186948449
300,2020,4,MENDOZA,11.093171319457166,10.779753857792285,38.62957896227819,-33.368795530481485,-68.68534600457129,37.348633137232696,3.315971489868779,22.23158340100516,-50.10174885269032,-0.14624859368718646,-0.4193365315471098
301,2020,4,MISIONES,24.956617779680364,11.614898792582805,42.64411416119227,-27.058215458325986,-54.96724865075839,41.60448628544863,2.4379164538719404,38.90334925090757,-35.84969350910537,-0.14391281864051741,-0.2827976388102864
302,2020,4,NEUQUEN,33.90786486677393,19.943555550895127,67.00234522048092,-38.49954335558701,-69.8742115743201,65.24417025530218,2.6240498886915224,40.092530111167584,-15.425978922370248,0.04763821971214455,-0.3715111118960248
303,2020,4,RIO NEGRO,21.636719189849995,18.789319055171752,61.08861548045476,-39.89645026413934,-67.6105113380815,57.05240591584501,6.607138716216504,27.20317045489215,-20.462509229475117,0.06441339729708773,-0.4430674008917812
304,2020,4,SALTA,25.32243965074473,13.088389057411083,54.04275200147659,-24.248013631473587,-64.70250708135784,52.31571212848803,3.1956919457791035,33.940639744985226,-25.39197893438012,0.027260631174907957,-0.2623578063149057
305,2020,4,SAN JUAN,6.412867397953183,9.251858120163536,36.32088215575813,-31.31442612644254,-68.50334378949645,38.78995525412846,-6.797943639645042,11.05274930815778,-41.979436797503475,-0.6965105746397775,-0.42427270340329626
306,2020,4,SAN LUIS,21.252954082189127,23.375314368474104,81.67947806105701,-32.98264595285886,-65.88683861327827,79.96172209417188,2.103044739831809,20.90972444801464,1.641483296577241,0.1264792101570933,-0.3525164429861771
307,2020,4,SANTA CRUZ,7.492108628119051,11.008682660661702,36.99957245908797,-48.863730255517886,-69.86373350526509,35.95152890784452,2.832582869443477,8.990650984477549,-16.66778477938635,-1.3831427427821321,-0.421913216536304
308,2020,4,SANTA FE,27.294352446215623,23.136769743176902,73.58073807267776,-31.64634283294476,-61.04726054930406,72.12060247348236,1.9843992292564117,36.024023837275145,-24.232915874396763,-0.10561244295358208,-0.3452643995642184
309,2020,4,SANTIAGO DEL ESTERO,11.280765527511996,10.857437164805166,43.749256620689934,-27.784103764741893,-63.62189998971087,43.37593131691913,0.8533294794185189,13.84088684951507,-18.49680117927393,-0.4774340042274776,-0.19891475054850183
310,2020,4,TIERRA DEL FUEGO,8.486806949337868,22.609569143137627,76.26583496977399,-62.35015217161648,-59.53190998460846,76.80909583946696,-0.7123253418890378,10.696704944050463,-20.659614397812724,-0.32164628729777434,-0.09466554489375412
311,2020,4,TUCUMAN,36.44224682915296,13.57016980842894,54.78340441369959,-26.998180477681764,-65.29453734502505,53.2281495112899,2.838916126250769,45.14812243339947,-19.282918391764888,-0.00879401624930054,-0.4316247307211243
312,2020,3,BUENOS AIRES,48.37662390811511,22.410088053440287,67.65618983090923,-35.633728326052875,-59.695392866402734,65.2205801358229,3.599980580008367,56.25755092469591,-14.008656415082655,-0.49142347910657236,-0.44756824038731313
314,2020,3,CATAMARCA,36.540436607329845,11.995288801288368,47.15709898417198,-27.97273476331947,-66.12713970412685,45.43181818181818,3.658581294266812,43.43333599763174,-15.870066694111953,-0.5721705072567165,-0.7174981176935153
315,2020,3,CHACO,30.802726948564217,11.102767361905425,41.54192057806515,-26.86207729911804,-60.15511735633289,39.83250279006581,4.114922382529286,39.113135809207584,-21.2471045563343,-0.3978788161354352,-0.3776346174203815
316,2020,3,CHUBUT,7.402074441844787,20.94871530485329,68.34389815720037,-44.077151734192086,-68.66765299463769,57.344613387235526,16.094026045551246,8.176860363136605,-9.47534734462083,-0.002155869768319718,-1.35817464378177
317,2020,3,CORDOBA,33.51119497419789,23.029708353509868,75.22035723669207,-31.846608244153405,-63.96214628932277,72.71358531242393,3.332571150094654,41.92778724566202,-20.07401969999009,-0.8752703221711364,-0.604761238814473
318,2020,3,CORRIENTES,23.851523971242955,10.993613616681577,41.750749470464434,-28.61578113415668,-57.97533573736128,40.30476267979574,3.4633792423094576,32.16890082785829,-25.855334321564634,-0.1783891181070505,-0.25898089306795313
319,2020,3,ENTRE RIOS,22.432598646206184,17.398110879051448,58.1901640924315,-31.925167566210387,-59.26302098168299,56.538654739709614,2.83812458424858,29.60123187949277,-24.217347651172897,-0.3838599516762038,-0.3227985318118982
320,2020,3,FORMOSA,18.2828320694304,8.120337229392224,31.90562331018653,-25.09315954739276,-59.46860152020448,31.1394362262631,2.4014170683160083,26.68942678494665,-31.497846631377385,-0.14805362442296932,-0.1593155187304931
321,2020,3,JUJUY,21.91041968686996,13.820037033679933,54.04441923820905,-23.523573011085336,-65.43805280478172,47.887810227872784,11.391757182550286,25.980702520297545,-15.666561865475561,0.15041391654457215,-0.572885063201622
322,2020,3,LA PAMPA,10.697630905402091,26.11570201882304,79.26447706670275,-36.47714174789248,-64.4553406128059,76.10158288987562,3.990304729021923,12.99161507240359,-17.65742099205443,-0.8247201529817616,-0.4949527381903511
323,2020,3,LA RIOJA,12.194703767058195,13.341312020771634,50.11811323630268,-29.330863895517307,-67.13983451857555,49.83993501839552,0.5550452719470391,38.86795185445044,-68.62529877384861,0.002182509040691727,-0.2302341186948449
324,2020,3,MENDOZA,10.18749103459563,10.422355488053226,37.348633137232696,-33.368795530481485,-68.68534600457129,36.25224342110005,2.9355551302349063,13.365156173184468,-23.775742665577145,-0.3573983697390588,-0.4193365315471098
325,2020,3,MISIONES,24.14176187252152,11.331798537010409,41.60448628544863,-27.058215458325986,-54.96724865075839,40.88779600969606,1.722627388871846,30.87871831426499,-21.81747433030991,-0.28310025557239626,-0.2827976388102864
326,2020,3,NEUQUEN,31.46090402703376,19.42045929269766,65.24417025530218,-38.49954335558701,-69.8742115743201,63.89846903376432,2.062561630061496,38.34222315428742,-17.94710520452487,-0.5230962581974659,-0.3715111118960248
327,2020,3,RIO NEGRO,21.07777870325876,17.54802558517,57.05240591584501,-39.89645026413934,-67.6105113380815,56.36933524879196,1.1972688199347914,25.400065197148727,-17.016832281104403,-1.2412934700017537,-0.4430674008917812
328,2020,3,SALTA,25.261155924027737,12.670239307125406,52.31571212848803,-24.248013631473587,-64.70250708135784,51.58158335340357,1.4032663328397936,31.209681857038827,-19.059873664394626,-0.4181497502856768,-0.2623578063149057
329,2020,3,SAN JUAN,6.027864793582682,9.88083251128296,38.78995525412846,-31.31442612644254,-68.50334378949645,35.09485776365026,9.525913258394192,7.041300820394967,-14.392738680854114,0.6289743911194243,-0.42427270340329626
330,2020,3,SAN LUIS,20.84992813378867,22.8839263803681,79.96172209417188,-32.98264595285886,-65.88683861327827,78.4096773527651,1.9409846370978767,21.69870707116376,-3.911656738769774,-0.4913879881060055,-0.3525164429861771
331,2020,3,SANTA CRUZ,6.649363712026633,10.697207032526524,35.95152890784452,-48.863730255517886,-69.86373350526509,35.79262396979603,0.44199771991842607,7.692326941812981,-13.558488057978133,-0.3114756281351774,-0.421913216536304
332,2020,3,SANTA FE,25.690941341268072,22.677710522681583,72.12060247348236,-31.64634283294476,-61.04726054930406,70.002168637187,2.937349056497805,33.13229624738131,-22.459520615633107,-0.45905922049531966,-0.3452643995642184
333,2020,3,SANTIAGO DEL ESTERO,10.87901727065974,10.76484130094044,43.37593131691913,-27.784103764741893,-63.62189998971087,43.46716682468362,-0.21033671207632948,13.352723533519551,-18.525855467987697,-0.09259586386472662,-0.19891475054850183
334,2020,3,TIERRA DEL FUEGO,8.506676055475614,22.7715153638102,76.80909583946696,-62.35015217161648,-59.53190998460846,76.36948260742473,0.5723452766076522,9.52,-10.644159081138504,0.16194622067257214,-0.09466554489375412
335,2020,3,TUCUMAN,34.835801698615526,13.184990703555616,53.2281495112899,-26.998180477681764,-65.29453734502505,51.78074091030483,2.7192540305728077,42.10118530571482,-17.25695738574156,-0.3851791048733233,-0.4316247307211243
336,2020,2,BUENOS AIRES,45.66197363212277,21.55285840483632,65.2205801358229,-35.633728326052875,-59.695392866402734,64.32563101743429,1.3721882211486984,52.75542937003713,-13.44592551443272,-0.8572296486039654,-0.44756824038731313
338,2020,2,CATAMARCA,34.92595642857143,11.556666835285702,45.43181818181818,-27.97273476331947,-66.12713970412685,37.615427687460254,17.204661418296585,42.18506376779111,-17.207766661626113,-0.4386219660026658,-0.7174981176935153
339,2020,2,CHACO,27.95228467436429,10.646198278920558,39.83250279006581,-26.86207729911804,-60.15511735633289,37.483833369172615,5.896364165896578,37.39690959622207,-25.255094669137858,-0.456569082984867,-0.3776346174203815
340,2020,2,CHUBUT,7.605487984559083,17.577923412048097,57.344613387235526,-44.077151734192086,-68.66765299463769,51.26848941909703,10.595805968919473,7.67690621713348,-0.930299661796101,-3.370791892805194,-1.35817464378177
341,2020,2,CORDOBA,30.987577637139463,22.26262976828413,72.71358531242393,-31.846608244153405,-63.96214628932277,70.6880744339108,2.7856017136416047,39.59011648994794,-21.72900616494192,-0.7670785852257396,-0.604761238814473
342,2020,2,CORRIENTES,22.15030606257576,10.613139950481656,40.30476267979574,-28.61578113415668,-57.97533573736128,38.7290799422309,3.9094207056445875,30.368054802005656,-27.060504181147476,-0.3804736661999204,-0.25898089306795313
343,2020,2,ENTRE RIOS,20.448621178442583,16.90464963972206,56.538654739709614,-31.925167566210387,-59.26302098168299,56.12006051437216,0.7403682087318099,27.61897306203556,-25.961688971879944,-0.49346123932938823,-0.3227985318118982
344,2020,2,FORMOSA,16.870258993114398,7.925539742616724,31.1394362262631,-25.09315954739276,-59.46860152020448,30.228303962606848,2.9259754641537175,23.96630452806761,-29.608425974237434,-0.19479748677549935,-0.1593155187304931
345,2020,2,JUJUY,15.864013631862552,12.246000275261045,47.887810227872784,-23.523573011085336,-65.43805280478172,46.670230639987786,2.5425668496662936,25.812477856862227,-38.54129882519157,-1.5740367584188881,-0.572885063201622
346,2020,2,LA PAMPA,8.028862255598405,25.07384596485546,76.10158288987562,-36.47714174789248,-64.4553406128059,75.76678781291396,0.43993181777326074,12.27922373804818,-34.6142522778511,-1.041856053967578,-0.4949527381903511
347,2020,2,LA RIOJA,11.66911096197726,13.267548880443243,49.83993501839552,-29.330863895517307,-67.13983451857555,46.346631384166976,7.009045322669855,38.53489438300775,-69.71806683574864,-0.07376314032839026,-0.2302341186948449
348,2020,2,MENDOZA,9.274562732094155,10.116652469373571,36.25224342110005,-33.368795530481485,-68.68534600457129,33.14207670017271,8.57923931713731,13.465987205003026,-31.126009620383634,-0.30570301867965455,-0.4193365315471098
349,2020,2,MISIONES,22.560122617583183,11.136919674351834,40.88779600969606,-27.058215458325986,-54.96724865075839,39.01834755171205,4.572142889630676,28.682221735396933,-21.344577746773446,-0.1948788626585749,-0.2827976388102864
350,2020,2,NEUQUEN,29.10014762387852,19.02059866374008,63.89846903376432,-38.49954335558701,-69.8742115743201,61.84749362355069,3.209741080228204,36.10972145846688,-19.411874563061133,-0.3998606289575797,-0.3715111118960248
351,2020,2,RIO NEGRO,19.679596047283173,17.338453751536527,56.36933524879196,-39.89645026413934,-67.6105113380815,55.11566865962362,2.224022305097534,23.74844668144268,-17.133123225861148,-0.20957183363347198,-0.4430674008917812
352,2020,2,SALTA,22.55853618795662,12.492822821915324,51.58158335340357,-24.248013631473587,-64.70250708135784,49.59568027012866,3.850023504840462,29.239354220742428,-22.84871951120736,-0.1774164852100828,-0.2623578063149057
353,2020,2,SAN JUAN,6.308614963196474,8.939786450606132,35.09485776365026,-31.31442612644254,-68.50334378949645,32.392292136304725,7.70074535006304,6.993162601626016,-9.788813408548153,-0.9410460606768289,-0.42427270340329626
354,2020,2,SAN LUIS,21.02062693689071,22.440286647722235,78.4096773527651,-32.98264595285886,-65.88683861327827,76.30854184641933,2.6796890094226025,21.66188998963924,-2.960328268010041,-0.4436397326458632,-0.3525164429861771
355,2020,2,SANTA CRUZ,6.593202418178028,10.650675172081195,35.79262396979603,-48.863730255517886,-69.86373350526509,35.97427628896549,-0.5075132779389064,7.629667005202396,-13.58466347636981,-0.04653186044532909,-0.421913216536304
356,2020,2,SANTA FE,23.92579160898409,22.01189934872471,70.002168637187,-31.64634283294476,-61.04726054930406,69.52357940253133,0.6836777259518113,30.7018831645519,-22.070605634352173,-0.6658111739568717,-0.3452643995642184
357,2020,2,SANTIAGO DEL ESTERO,10.411619106122004,10.787648634906734,43.46716682468362,-27.784103764741893,-63.62189998971087,42.466359187991806,2.3024450632551705,12.718797838683304,-18.139911977719965,0.022807333966294863,-0.19891475054850183
358,2020,2,TIERRA DEL FUEGO,8.128329395457266,22.642392447335883,76.36948260742473,-62.35015217161648,-59.53190998460846,76.06964979018785,0.39260815577101443,8.591921426483484,-5.395673540463905,-0.12912291647431573,-0.09466554489375412
359,2020,2,TUCUMAN,32.70453443718797,12.826796661758182,51.78074091030483,-26.998180477681764,-65.29453734502505,47.84792325850032,7.595135918616877,40.30992032851357,-18.867280881093354,-0.3581940417974341,-0.4316247307211243
360,2020,1,BUENOS AIRES,45.18128807375552,21.20808101421276,64.32563101743429,-35.633728326052875,-59.695392866402734,64.25205288245421,0.11438385262033371,50.78565608506508,-11.035336438151637,-0.3447773906235625,-0.44756824038731313
362,2020,1,CATAMARCA,29.132225012939607,9.568286447482455,37.615427687460254,-27.97273476331947,-66.12713970412685,36.43842912715547,3.129031444449465,39.96652623965282,-27.108438601211116,-1.9883803878032467,-0.7174981176935153
363,2020,1,CHACO,25.942049334121737,10.018358007806318,37.483833369172615,-26.86207729911804,-60.15511735633289,36.835478630342415,1.7296916578532724,33.6262012999863,-22.851680144636774,-0.6278402711142395,-0.3776346174203815
364,2020,1,CHUBUT,7.117047781865397,15.715139739949183,51.26848941909703,-44.077151734192086,-68.66765299463769,51.14501785514712,0.2408332395764344,7.531527409144197,-5.503261221297176,-1.8627836720989137,-1.35817464378177
365,2020,1,CORDOBA,29.39478783506133,21.64232669040361,70.6880744339108,-31.846608244153405,-63.96214628932277,70.48295566244217,0.29017450696072866,36.16879932843764,-18.728881298667442,-0.6203030778805179,-0.604761238814473
366,2020,1,CORRIENTES,20.538999274943325,10.198192297264283,38.7290799422309,-28.61578113415668,-57.97533573736128,38.767440989262106,-0.09904972462147145,25.985171359720063,-20.958769174094872,-0.41494765321737326,-0.25898089306795313
367,2020,1,ENTRE RIOS,19.029765335057498,16.779387594256768,56.12006051437216,-31.925167566210387,-59.26302098168299,57.99221691704514,-3.3359842906682626,23.87133437318357,-20.281937165460523,-0.1252620454652913,-0.3227985318118982
368,2020,1,FORMOSA,15.697352607415109,7.693633209507935,30.228303962606848,-25.09315954739276,-59.46860152020448,30.471313480544048,-0.803913835979049,20.98032750697521,-25.18061216062381,-0.2319065331087895,-0.1593155187304931
369,2020,1,JUJUY,14.14492205715465,11.934505713694248,46.670230639987786,-23.523573011085336,-65.43805280478172,45.37754633175065,2.7698262693596862,26.777362312404005,-47.17582003735171,-0.31149456156679634,-0.572885063201622
370,2020,1,LA PAMPA,7.291757720474826,24.96348894596364,75.76678781291396,-36.47714174789248,-64.4553406128059,76.92418969170417,-1.5275847270285607,10.728511929531797,-32.03383872461196,-0.11035701889182192,-0.4949527381903511
371,2020,1,LA RIOJA,7.962418947150687,12.337423688670192,46.346631384166976,-29.330863895517307,-67.13983451857555,47.13589011052434,-1.7029473400455064,12.697554732181876,-37.29171391582992,-0.9301251917730511,-0.2302341186948449
372,2020,1,MENDOZA,8.440867710216997,9.248656325291032,33.14207670017271,-33.368795530481485,-68.68534600457129,33.64903072027183,-1.5296386665367923,12.599361245254226,-33.005590157228006,-0.8679961440825394,-0.4193365315471098
373,2020,1,MISIONES,22.148213068436263,10.627621055982177,39.01834755171205,-27.058215458325986,-54.96724865075839,39.78923684048622,-1.9757097292561947,25.076826126081443,-11.678563478969302,-0.5092986183696571,-0.2827976388102864
374,2020,1,NEUQUEN,27.76828207897622,18.409872883598883,61.84749362355069,-38.49954335558701,-69.8742115743201,59.35590092822445,4.028607384628882,34.23850264753642,-18.897498629443586,-0.6107257801411983,-0.3715111118960248
375,2020,1,RIO NEGRO,19.06030056406124,16.95263605430754,55.11566865962362,-39.89645026413934,-67.6105113380815,55.70500968287489,-1.0692803654271943,21.92390676083096,-13.06156894393389,-0.38581769722898684,-0.4430674008917812
376,2020,1,SALTA,21.425047243902736,12.011697200976553,49.59568027012866,-24.248013631473587,-64.70250708135784,50.35463892238824,-1.5302918482533612,27.31884069404982,-21.57409795003044,-0.4811256209387711,-0.2623578063149057
377,2020,1,SAN JUAN,6.036984591484099,8.251277881190129,32.392292136304725,-31.31442612644254,-68.50334378949645,32.85497572815534,-1.428375583622393,6.910089995382067,-12.635224786963029,-0.6885085694160029,-0.42427270340329626
378,2020,1,SAN LUIS,20.98937974428265,21.838769386372302,76.30854184641933,-32.98264595285886,-65.88683861327827,74.92002603481464,1.8196073178796366,21.594379804710776,-2.8016551801878813,-0.6015172613499331,-0.3525164429861771
379,2020,1,SANTA CRUZ,6.417170627364028,10.704172537298618,35.97427628896549,-48.863730255517886,-69.86373350526509,36.71136308535834,-2.0489273793089224,7.501531847531764,-14.455197181153398,0.053497365217422654,-0.421913216536304
380,2020,1,SANTA FE,22.42405677003625,21.86132458787361,69.52357940253133,-31.64634283294476,-61.04726054930406,69.48235725596862,0.05929232487302265,28.130630073152936,-20.28597755641057,-0.1505747608511001,-0.3452643995642184
381,2020,1,SANTIAGO DEL ESTERO,10.00053908049476,10.539212166838636,42.466359187991806,-27.784103764741893,-63.62189998971087,42.92077382358182,-1.0700579100232994,11.584174516498134,-13.670680062251892,-0.24843646806809794,-0.19891475054850183
382,2020,1,TIERRA DEL FUEGO,7.410865837696335,22.552553250860385,76.06964979018785,-62.35015217161648,-59.53190998460846,79.69536136377089,-4.766305068556671,8.734752396277898,-15.15654363763883,-0.08983919647549854,-0.09466554489375412
383,2020,1,TUCUMAN,32.24553094303289,11.852464901793743,47.84792325850032,-26.998180477681764,-65.29453734502505,47.64902012521289,0.41569857110171393,37.97961958190828,-15.097804301354415,-0.9743317599644392,-0.4316247307211243
384,2019,4,BUENOS AIRES,30.769694141005864,21.135089381908887,64.25205288245421,-35.633728326052875,-59.695392866402734,69.35630106079125,-7.944101315603101,50.00838083963576,-38.47092502419445,-0.07299163230387151,0.10841420930162027
386,2019,4,CATAMARCA,24.87830767046261,9.268865071492511,36.43842912715547,-27.97273476331947,-66.12713970412685,30.883614526737205,15.24438548389174,37.6500877273544,-33.92231154779633,-0.2994213759899438,-0.3449454550269704
387,2019,4,CHACO,23.37495080016229,9.84506318966921,36.835478630342415,-26.86207729911804,-60.15511735633289,35.8460309754608,2.6861267768802115,32.45204676418101,-27.97079651086162,-0.17329481813710856,-0.3238807510997157
388,2019,4,CHUBUT,6.994113523445059,15.6771711859264,51.14501785514712,-44.077151734192086,-68.66765299463769,47.56624162293312,6.997311531593955,7.383087626414736,-5.268447601488976,-0.03796855402278432,-0.6336929195696124
389,2019,4,CORDOBA,26.16228061451293,21.57949716642836,70.48295566244217,-31.846608244153405,-63.96214628932277,68.59234901069021,2.68236005993629,35.120601241883946,-25.507309985022548,-0.06282952397524966,-0.3956997494267247
390,2019,4,CORRIENTES,19.255411607971407,10.208283637368018,38.767440989262106,-28.61578113415668,-57.97533573736128,38.48535113586719,0.7276463088524431,25.446700896630592,-24.33042033153687,0.01009134010373458,-0.23655003959819343
391,2019,4,ENTRE RIOS,17.007580897657125,17.339132629892976,57.99221691704514,-31.925167566210387,-59.26302098168299,57.90009945796624,0.1588445208271113,24.05327825306045,-29.292046103972787,0.5597450356362081,0.05000369975837149
392,2019,4,FORMOSA,14.525629551519328,7.755476118924716,30.471313480544048,-25.09315954739276,-59.46860152020448,30.11243299777749,1.1777650576031249,19.6983490087788,-26.259659908321186,0.06184290941678139,-0.03498685579711869
393,2019,4,JUJUY,12.959200042804213,11.60391510228381,45.37754633175065,-23.523573011085336,-65.43805280478172,44.322486842913605,2.3250694983012354,25.20639328416149,-48.5876464089483,-0.3305906114104378,-0.016663988159735243
394,2019,4,LA PAMPA,6.526152195693043,25.344921847620384,76.92418969170417,-36.47714174789248,-64.4553406128059,77.45269423291748,-0.6870459647757653,9.875605170860927,-33.916432635954486,0.38143290165674415,0.048506923627258836
395,2019,4,LA RIOJA,8.000880364029628,12.547563567459605,47.13589011052434,-29.330863895517307,-67.13983451857555,47.94290512174643,-1.7121030478681822,12.534655980598345,-36.16992459614592,0.21013987878941265,0.2554946974918981
396,2019,4,MENDOZA,7.785200889987086,9.39011273391884,33.64903072027183,-33.368795530481485,-68.68534600457129,40.73714258735342,-21.06483222653828,11.093171319457166,-29.81988048510507,0.14145640862780873,0.3150514354706986
397,2019,4,MISIONES,20.32034743574273,10.837581902491848,39.78923684048622,-27.058215458325986,-54.96724865075839,39.33292986744382,1.146810065424765,24.956617779680364,-18.577318388521697,0.20996084650967184,-0.18795624119397925
398,2019,4,NEUQUEN,26.01988431478295,17.668184976921886,59.35590092822445,-38.49954335558701,-69.8742115743201,64.13887269491578,-8.058123441635715,33.90786486677393,-23.262982151731865,-0.7416879066769972,-0.2208456218911472
399,2019,4,RIO NEGRO,17.17699897385603,17.13387032217983,55.70500968287489,-39.89645026413934,-67.6105113380815,63.42470088700958,-13.85816329282125,21.636719189849995,-20.61181354188885,0.18123426787229135,-0.11862839402789405
400,2019,4,SALTA,19.08357302283381,12.195492805546795,50.35463892238824,-24.248013631473587,-64.70250708135784,44.47617792228716,11.674120053092969,25.32243965074473,-24.63769966069377,0.1837956045702427,-0.5749790466432749
401,2019,4,SAN JUAN,6.040171698468491,8.36915261267133,32.85497572815534,-31.31442612644254,-68.50334378949645,37.06231303554226,-12.805784250759347,6.412867397953183,-5.811685730530563,0.11787473148120142,-0.03557396598105278
402,2019,4,SAN LUIS,20.690353422143115,21.44135289326784,74.92002603481464,-32.98264595285886,-65.88683861327827,85.22608876849344,-13.756085360794815,21.252954082189127,-2.6471645206136087,-0.3974164931044619,-0.6417474962701952
403,2019,4,SANTA CRUZ,5.207925064069708,10.923427797723754,36.71136308535834,-48.863730255517886,-69.86373350526509,35.62816097885956,2.950590812932241,7.492108628119051,-30.487859659114473,0.2192552604251361,-0.9153702257113903
404,2019,4,SANTA FE,20.54719701980728,21.84835065573258,69.48235725596862,-31.64634283294476,-61.04726054930406,68.87178057593026,0.8787506701723395,27.294352446215623,-24.71996886426898,-0.01297393214102982,-0.200357417621416
405,2019,4,SANTIAGO DEL ESTERO,9.792201844355846,10.651974288337923,42.92077382358182,-27.784103764741893,-63.62189998971087,55.30391146854541,-28.851151882448033,11.280765527511996,-13.195591021954842,0.1127621214992871,-0.306898971472259
406,2019,4,TIERRA DEL FUEGO,7.27,23.62754675261621,79.69536136377089,-62.35015217161648,-59.53190998460846,96.46210963092378,-21.038549772829025,8.486806949337868,-14.337629648012706,1.0749935017558272,1.2830931351003656
407,2019,4,TUCUMAN,29.87038932431276,11.803181280712074,47.64902012521289,-26.998180477681764,-65.29453734502505,39.487600204016815,17.128200957227165,36.44224682915296,-18.03362327150164,-0.04928362108166873,-0.38495848360056595
408,2019,3,BUENOS AIRES,25.679380143834067,22.761733615562225,69.35630106079125,-35.633728326052875,-59.695392866402734,67.84713982374198,2.1759540430601683,48.37662390811511,-46.91779196372075,1.6266442336533373,0.10841420930162027
410,2019,3,CATAMARCA,9.293407429459826,7.855954765218487,30.883614526737205,-27.97273476331947,-66.12713970412685,32.13095022019278,-4.038826777790876,36.540436607329845,-74.56678602577065,-1.412910306274024,-0.3449454550269704
411,2019,3,CHACO,19.994668122685404,9.580664387529255,35.8460309754608,-26.86207729911804,-60.15511735633289,34.14026097986763,4.75860213578707,30.802726948564217,-35.087993488130444,-0.26439880213995437,-0.3238807510997157
412,2019,3,CHUBUT,6.966323588474291,14.580466548718958,47.56624162293312,-44.077151734192086,-68.66765299463769,46.98798413626923,1.2156888308474036,7.402074441844787,-5.8868747780641915,-1.0967046372074414,-0.6336929195696124
413,2019,3,CORDOBA,23.19340236493985,21.00078177695353,68.59234901069021,-31.846608244153405,-63.96214628932277,68.07130938789848,0.7596176983391079,33.51119497419789,-30.78909187572176,-0.57871538947483,-0.3956997494267247
