index,Año,Trimestre,Provincia,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Latitud,Longitud,Accesos_siguiente_trimestre,KPI_propuesto,Mbps_ano_anterior,KPI_crecimiento_anual,Variacion_trimestral,KPI_variacion_trimestral_media
517,2018,3,MISIONES,12.487485758721087,8.74450949017475,32.10366641805902,-27.058215458325986,-54.96724865075839,31.630907682221824,1.4726004490604196,17.931522461372833,-30.36014769174793,-0.639254523167331,-0.36087941864973816
518,2018,3,NEUQUEN,14.674244286624784,18.005451709791327,60.48661674396911,-38.49954335558701,-69.8742115743201,60.23679161402031,0.4130254648003689,23.74841515996666,-38.20958498585813,0.4220896768770075,0.19658707532940856
519,2018,3,RIO NEGRO,10.06446008106754,15.546572458298687,50.54264808703746,-39.89645026413934,-67.6105113380815,50.1478946239634,0.7810304327431983,15.983718503999242,-37.0330497340194,-0.4054609866726189,-0.2886388466630678
520,2018,3,SALTA,9.265848177562406,9.549341341721156,39.42741342068409,-24.248013631473587,-64.70250708135784,39.93719209989731,-1.292954913815837,14.746465244455525,-37.165632414545975,-0.09054364840100426,-0.01948389263926531
521,2018,3,SAN JUAN,5.738204725877363,8.419357955569252,33.05141650392377,-31.31442612644254,-68.50334378949645,32.94664884868421,0.3169838582474009,6.038229508650902,-4.9687542075652615,0.2942904072697754,0.049454673326268406
522,2018,3,SAN LUIS,8.814987579354126,14.9833598756571,52.35311497551916,-32.98264595285886,-65.88683861327827,15.150424491351384,71.06108299680758,19.743826982349614,-55.35319678786459,-4.349189433572175,-3.734041094654118
523,2018,3,SANTA CRUZ,5.369715716600383,9.738987459252597,32.72785029455932,-48.863730255517886,-69.86373350526509,33.33236451006607,-1.8470941722904675,5.017746940956451,7.014478406056115,2.689907442745546,0.735510807025666
524,2018,3,SANTA FE,12.357326043488577,19.939106982732063,63.4096146162309,-31.64634283294476,-61.04726054930406,62.57079239957442,1.3228628209353004,18.165529686687883,-31.973764285308405,-0.6846294237066175,-0.36880313715763435
525,2018,3,SANTIAGO DEL ESTERO,5.779842512369051,8.996517443513934,36.24961697805127,-27.784103764741893,-63.62189998971087,35.25646421116424,2.739760719370832,9.38941313142636,-38.44298433281287,-0.28560033605096535,-0.15702802260473847
526,2018,3,TIERRA DEL FUEGO,5.98788374717833,27.506021696216745,92.77191839394062,-62.35015217161648,-59.53190998460846,91.60519629538562,1.2576242021865995,6.690701380143412,-10.504393979544446,-0.242763619601142,-2.088350614237534
527,2018,3,TUCUMAN,15.255950362488306,10.325137534986972,41.68101359528755,-26.998180477681764,-65.29453734502505,41.512563170017415,0.40414186398092367,19.323994794580525,-21.051777726793397,-0.018982901452593737,-0.02811340433408427
528,2018,2,BUENOS AIRES,14.679375512175804,20.374582324435124,62.78226651094991,-35.633728326052875,-59.695392866402734,62.62621166168454,0.24856517283929047,22.480046018557395,-34.70042054158651,-0.5845050766133539,-0.3405212352099376
530,2018,2,CATAMARCA,7.693096507452943,8.35838388395506,32.8575008674866,-27.97273476331947,-66.12713970412685,32.79361613741535,0.194429668674123,8.81,-12.677678689523916,-0.014662666132521096,0.03839847747532499
531,2018,2,CHACO,12.499460181995785,8.353123614291734,31.25170499603489,-26.86207729911804,-60.15511735633289,30.829927645702472,1.3496138863013385,16.01024333099657,-21.92835596823033,-0.2754598952220082,-0.12062661703886413
532,2018,2,CHUBUT,5.329857730598913,16.830485129144066,54.90230333735512,-44.077151734192086,-68.66765299463769,53.71560488248906,2.161472985157328,6.054406893543786,-11.967302093909597,-0.4558231002491233,0.8214896236675484
533,2018,2,CORDOBA,13.876809406349514,19.373198551696014,63.2743661231958,-31.846608244153405,-63.96214628932277,63.51716965201617,-0.3837312701760357,18.43151783191278,-24.711521140582,-0.2959589450739273,-0.1530366548392399
534,2018,2,CORRIENTES,10.87765289559918,8.903247385340823,33.80975390881165,-28.61578113415668,-57.97533573736128,32.66346087317512,3.3904211155402106,13.833035083816176,-21.36466921619115,-0.11570078490705882,-0.16266488419068503
535,2018,2,ENTRE RIOS,10.186702751759965,14.711648453505866,49.20261187052838,-31.925167566210387,-59.26302098168299,48.68120241785722,1.059719053214478,12.193357817950574,-16.4569521878255,-0.3045597572353653,-0.6059322342412177
536,2018,2,FORMOSA,8.974986530777175,7.491907616509303,29.434226520797,-25.09315954739276,-59.46860152020448,21.40431025921144,27.28088083412675,10.836611219480826,-17.17902996609341,-0.03604219380280593,-0.5264189895152989
537,2018,2,JUJUY,6.289345589213642,5.9923974768014165,23.43220272985448,-23.523573011085336,-65.43805280478172,23.12126087567753,1.3269851655080842,12.073382280507326,-47.907343252371845,0.04323182957561933,-1.4887550638072902
538,2018,2,LA PAMPA,4.098364171057469,23.40701065826804,71.04033787278055,-36.47714174789248,-64.4553406128059,71.75163692275797,-1.0012607924968082,5.492288321417966,-25.379660876955246,-0.23355213130930252,-0.3790669945406284
539,2018,2,LA RIOJA,5.591861584368082,13.570922884408905,50.97789073923241,-29.330863895517307,-67.13983451857555,51.44351011244806,-0.9133751249094215,7.894163486005089,-29.16460883687763,0.0654383642165488,0.08384189612053561
540,2018,2,MENDOZA,5.880529663045039,10.318226443150964,36.97287272406129,-33.368795530481485,-68.68534600457129,37.07215110240331,-0.2685168098323401,6.02629690452623,-2.4188526352179553,-0.28374278881579684,-0.040754743801478366
541,2018,2,MISIONES,11.759657402552,8.61598877251767,31.630907682221824,-27.058215458325986,-54.96724865075839,30.95673588446963,2.1313703815433445,14.50130254739236,-18.906199190591785,-0.1285207176570804,-0.36087941864973816
542,2018,2,NEUQUEN,13.365011560107956,17.931877810369247,60.23679161402031,-38.49954335558701,-69.8742115743201,61.517390351563726,-2.1259411453204797,17.242865250195976,-22.489613146190692,-0.07357389942207959,0.19658707532940856
543,2018,2,RIO NEGRO,9.509595114373948,15.42558308937726,50.1478946239634,-39.89645026413934,-67.6105113380815,49.816861312232405,0.6601140769981841,11.628050204319909,-18.218489365989655,-0.12098936892142653,-0.2886388466630678
544,2018,2,SALTA,8.928271706442677,9.673102808845783,39.93719209989731,-24.248013631473587,-64.70250708135784,39.7755916329188,0.4046365267099693,12.548748750601565,-28.851299170248573,0.12376146712462699,-0.01948389263926531
545,2018,2,SAN JUAN,5.845597830692315,8.392841711641646,32.94664884868421,-31.31442612644254,-68.50334378949645,32.60917745169287,1.024296578815231,6.118522013069041,-4.4606227091079536,-0.026516243927606098,0.049454673326268406
546,2018,2,SAN LUIS,5.900575184880855,4.336137508962927,15.150424491351384,-32.98264595285886,-65.88683861327827,15.14879034827491,0.010786120728215961,19.875972848399364,-70.3130245252069,-10.647222366694173,-3.734041094654118
547,2018,2,SANTA CRUZ,5.189289950855788,9.919588050940062,33.33236451006607,-48.863730255517886,-69.86373350526509,33.55275989857616,-0.6612053832650671,6.008047317560813,-13.62767840246353,0.18060059168746534,0.735510807025666
548,2018,2,SANTA FE,11.74888462281756,19.675591530682105,62.57079239957442,-31.64634283294476,-61.04726054930406,62.28199844300957,0.46154754557146466,15.074549058890282,-22.06145220716501,-0.2635154520499583,-0.36880313715763435
549,2018,2,SANTIAGO DEL ESTERO,5.911001646998384,8.750160589339375,35.25646421116424,-27.784103764741893,-63.62189998971087,34.9882694482421,0.7606967088810244,7.103112882966522,-16.78294088253696,-0.2463568541745591,-0.15702802260473847
550,2018,2,TIERRA DEL FUEGO,5.942745057375916,27.16231651599105,91.60519629538562,-62.35015217161648,-59.53190998460846,65.19963702359347,28.82539456238496,6.34,-6.2658508300328695,-0.34370518022569385,-2.088350614237534
551,2018,2,TUCUMAN,13.506545729627105,10.283671207148595,41.512563170017415,-26.998180477681764,-65.29453734502505,41.17600938886616,0.8107275375236996,18.52931788592033,-27.107161673284395,-0.04146632783837667,-0.02811340433408427
552,2018,1,BUENOS AIRES,14.198889644680946,20.27965291057949,62.62621166168454,-35.633728326052875,-59.695392866402734,57.609615290258205,8.010378144101523,19.643958224230506,-27.718795353744717,-0.09492941385563469,-0.3405212352099376
554,2018,1,CATAMARCA,8.198860528714677,8.342098537275874,32.79361613741535,-27.97273476331947,-66.12713970412685,28.620950093924897,12.724019290845195,7.964005155271879,2.948960590354872,-0.016285346679186574,0.03839847747532499
555,2018,1,CHACO,12.444064678644969,8.240328535251999,30.829927645702472,-26.86207729911804,-60.15511735633289,30.808158111236537,0.07061169496117839,13.444236269077935,-7.439408014075036,-0.11279507903973496,-0.12062661703886413
556,2018,1,CHUBUT,5.418637938827784,16.466326556340928,53.71560488248906,-44.077151734192086,-68.66765299463769,51.46309626749354,4.193397095542758,5.891730569196159,-8.029773677056,-0.364158572803138,0.8214896236675484
557,2018,1,CORDOBA,12.790571217400483,19.447381073339752,63.51716965201617,-31.846608244153405,-63.96214628932277,63.33262565207773,0.29054191323303596,15.73486422864591,-18.71190604800536,0.0741825216437384,-0.1530366548392399
558,2018,1,CORRIENTES,11.118502865253635,8.60133260210877,32.66346087317512,-28.61578113415668,-57.97533573736128,32.51511831118755,0.4541544527799726,12.049695550812029,-7.727935379210808,-0.30191478323205345,-0.16266488419068503
559,2018,1,ENTRE RIOS,9.87523936699876,14.555673456325383,48.68120241785722,-31.925167566210387,-59.26302098168299,47.885245293746834,1.6350399837667415,10.659197328953976,-7.35475606428376,-0.1559749971804827,-0.6059322342412177
560,2018,1,FORMOSA,11.056815367469506,5.4480098282582645,21.40431025921144,-25.09315954739276,-59.46860152020448,21.27097668924972,0.6229285987121992,9.825089957835711,12.536530606027357,-2.043897788251038,-0.5264189895152989
561,2018,1,JUJUY,6.741185879384532,5.912829505826147,23.12126087567753,-23.523573011085336,-65.43805280478172,22.742083716267025,1.6399501802662624,8.560464217465055,-21.25209909024364,-0.07956797097526991,-1.4887550638072902
562,2018,1,LA PAMPA,3.995131352064104,23.64124866231016,71.75163692275797,-36.47714174789248,-64.4553406128059,71.04976106378558,0.9782018767432008,5.057861842867403,-21.01145748577459,0.23423800404212258,-0.3790669945406284
563,2018,1,LA RIOJA,5.890820604111634,13.694770063119927,51.44351011244806,-29.330863895517307,-67.13983451857555,51.56847440546175,-0.24291556454941782,7.092792286992043,-16.946382105180025,0.12384717871102247,0.08384189612053561
564,2018,1,MENDOZA,5.881626969169374,10.345843091967913,37.07215110240331,-33.368795530481485,-68.68534600457129,33.32562553415048,10.106037704431854,5.742764175317399,2.418047992442594,0.027616648816948697,-0.040754743801478366
565,2018,1,MISIONES,12.082189465143012,8.432278416607307,30.95673588446963,-27.058215458325986,-54.96724865075839,31.14218485379854,-0.5990585377638139,12.512773459683505,-3.441155519420585,-0.1837103559103621,-0.36087941864973816
566,2018,1,NEUQUEN,11.96045995607415,18.31283869735193,61.517390351563726,-38.49954335558701,-69.8742115743201,61.24232317785096,0.4471372601158645,15.88465326391522,-24.704305738643757,0.38096088698268105,0.19658707532940856
567,2018,1,RIO NEGRO,8.976243194361576,15.323567091543692,49.816861312232405,-39.89645026413934,-67.6105113380815,49.37562976824529,0.8857072331828576,10.488420648136287,-14.417589687761179,-0.1020159978335684,-0.2886388466630678
568,2018,1,SALTA,9.1894409821995,9.633845443846392,39.7755916329188,-24.248013631473587,-64.70250708135784,39.79624247145896,-0.05191836926209907,10.37710001396946,-11.444999375270125,-0.0392573649993917,-0.01948389263926531
569,2018,1,SAN JUAN,5.850581035549749,8.306800710570991,32.60917745169287,-31.31442612644254,-68.50334378949645,30.29992919128174,7.081590033456206,5.839263189429536,0.19382318886912028,-0.08604100107065449,0.049454673326268406
570,2018,1,SAN LUIS,5.89436270457927,4.335615022675048,15.14879034827491,-32.98264595285886,-65.88683861327827,10.586731069754228,30.115007031173235,8.708555188754593,-32.315262671921815,-0.000522486287878543,-3.734041094654118
571,2018,1,SANTA CRUZ,5.189289950855788,9.98473486255572,33.55275989857616,-48.863730255517886,-69.86373350526509,28.912492882806827,13.829762528614669,5.779992970397563,-10.219787853844824,0.0651468116156586,0.735510807025666
572,2018,1,SANTA FE,11.173305005746002,19.58468236875741,62.28199844300957,-31.64634283294476,-61.04726054930406,61.7127712196729,0.9139514427391613,12.986963477266004,-13.965223469634417,-0.09090916192469578,-0.36880313715763435
573,2018,1,SANTIAGO DEL ESTERO,6.248210722163038,8.683504190530646,34.9882694482421,-27.784103764741893,-63.62189998971087,29.126386109501063,16.753853309071147,6.415070737969083,-2.601062757086145,-0.06665639880872831,-0.15702802260473847
574,2018,1,TIERRA DEL FUEGO,5.768082036032884,19.33152333431171,65.19963702359347,-62.35015217161648,-59.53190998460846,59.89413596263622,8.137316867327609,6.341101450612301,-9.036591182815506,-7.83079318167934,-2.088350614237534
575,2018,1,TUCUMAN,9.355631684806106,10.200177350055142,41.17600938886616,-26.998180477681764,-65.29453734502505,39.8968735176797,3.1065076246372123,16.573299964579572,-43.54997674089683,-0.08349385709345292,-0.02811340433408427
576,2017,4,BUENOS AIRES,12.9720825438982,18.61464924835486,57.609615290258205,-35.633728326052875,-59.695392866402734,55.62938339533962,3.4373287947531903,16.934363010150058,-23.39787132162551,-1.6650036622246311,-0.36869946989195235
578,2017,4,CATAMARCA,7.78415435139573,7.280600419229377,28.620950093924897,-27.97273476331947,-66.12713970412685,32.49092567790524,-13.521478397049389,8.043920202659912,-3.2293439606509757,-1.0614981180464964,-0.45368930477714975
579,2017,4,CHACO,11.702868121959405,8.234501979468078,30.808158111236537,-26.86207729911804,-60.15511735633289,29.975925647657625,2.701337939691288,13.492083570210347,-13.26122417594133,-0.005826555783920995,-0.14752579877350724
580,2017,4,CHUBUT,5.408238076890145,15.77581593080522,51.46309626749354,-44.077151734192086,-68.66765299463769,46.21537746651841,10.197052221068613,6.085223903684034,-11.12507670233856,-0.6905106255357083,-1.3834557910787848
581,2017,4,CORDOBA,11.63658470115664,19.390857786793124,63.33262565207773,-31.846608244153405,-63.96214628932277,62.30700225296333,1.6194234623221473,15.813667433629776,-26.414383317496853,-0.056523286546628526,-0.4487846256843886
582,2017,4,CORRIENTES,10.384400430891969,8.562263620309615,32.51511831118755,-28.61578113415668,-57.97533573736128,32.16543574593796,1.075446079891,12.138923393387724,-14.45369499120057,-0.0390689817991543,-0.113386363830978
583,2017,4,ENTRE RIOS,9.295960619999066,14.317635180183578,47.885245293746834,-31.925167566210387,-59.26302098168299,45.95812167017718,4.024462257106392,11.023282490376957,-15.669759637256853,-0.23803827614180584,-0.28205980282914167
584,2017,4,FORMOSA,10.114170463766309,5.414060072151437,21.27097668924972,-25.09315954739276,-59.46860152020448,21.35038438007076,-0.37331473764047535,9.816893711913805,3.0282160587287215,-0.0339497561068276,-0.09935472664251321
585,2017,4,JUJUY,6.638821273566491,5.81583543877829,22.742083716267025,-23.523573011085336,-65.43805280478172,22.64536299508256,0.4252940161119969,8.562737601752614,-22.468472323528136,-0.09699406704785662,-0.023265024543891677
586,2017,4,LA PAMPA,3.975819444981504,23.4099297739188,71.04976106378558,-36.47714174789248,-64.4553406128059,69.13993701142644,2.6880091132812947,4.319094957943483,-7.947857509607252,-0.2313188883913604,-0.7480497374700477
587,2017,4,LA RIOJA,5.877588849506658,13.727965660359493,51.56847440546175,-29.330863895517307,-67.13983451857555,51.46525230494696,0.20016512356599644,7.093382125154895,-17.139824898714142,0.033195597239565444,-2.345831417364786
588,2017,4,MENDOZA,5.71002586675844,9.300280994440511,33.32562553415048,-33.368795530481485,-68.68534600457129,35.70493177720565,-7.139569640236673,5.746675102434321,-0.6377467844033219,-1.0455620975274016,-0.36478421156063634
589,2017,4,MISIONES,11.324123723249611,8.482789477895514,31.14218485379854,-27.058215458325986,-54.96724865075839,30.205990933031902,3.0061921639786493,12.495112674155788,-9.371575762803534,0.050511061288206704,-0.09764130151274708
590,2017,4,NEUQUEN,10.719151524540267,18.2308851652642,61.24232317785096,-38.49954335558701,-69.8742115743201,60.8304131050389,0.6725905410476576,15.89123364607043,-32.546762804718504,-0.08195353208772715,-0.03664617222429012
591,2017,4,RIO NEGRO,8.045522324672751,15.18781366272272,49.37562976824529,-39.89645026413934,-67.6105113380815,48.51865893950063,1.7356149840863335,10.487005565275494,-23.28103313577869,-0.13575342882097274,-0.2911553589763609
592,2017,4,SALTA,8.451742767775633,9.638816535753657,39.79624247145896,-24.248013631473587,-64.70250708135784,39.839700806907416,-0.10920210740906838,10.45728408913591,-19.17841481846934,0.0049710919072651905,-0.43592978814105354
593,2017,4,SAN JUAN,5.832260073010133,7.718528602820455,30.29992919128174,-31.31442612644254,-68.50334378949645,32.36688935995978,-6.8216666634084655,5.715266539357845,2.0470354767641816,-0.5882721077505364,-0.3548525996412899
594,2017,4,SAN LUIS,5.732208801354054,3.0299272402738,10.586731069754228,-32.98264595285886,-65.88683861327827,15.477861790298098,-46.20057587480985,8.818992791900516,-35.00154794753214,-1.3056877824012485,-0.4009078740718235
595,2017,4,SANTA CRUZ,5.206584828874508,8.603821648608145,28.912492882806827,-48.863730255517886,-69.86373350526509,33.29182971658959,-15.146866966933139,5.119507364772868,1.7008953771766457,-1.3809132139475757,-0.5227269549512976
596,2017,4,SANTA FE,10.297494601847182,19.405680474329014,61.7127712196729,-31.64634283294476,-61.04726054930406,60.90635563451515,1.3067239879525625,13.179234899969485,-21.865763225215563,-0.17900189442839576,-0.8106069057302827
597,2017,4,SANTIAGO DEL ESTERO,6.165600214985038,7.228687949666727,29.126386109501063,-27.784103764741893,-63.62189998971087,35.12104488438485,-20.581539887395518,6.309255243851745,-2.276893600186747,-1.4548162408639191,-1.258663325182412
598,2017,4,TIERRA DEL FUEGO,5.203225704536838,17.758493353028065,59.89413596263622,-62.35015217161648,-59.53190998460846,65.74180473434595,-9.763341064570463,7.436562008214025,-30.03183865353861,-1.5730299812836464,0.27599084283875186
599,2017,4,TUCUMAN,9.106021307187058,9.883286960651205,39.8968735176797,-26.998180477681764,-65.29453734502505,39.69537916123259,0.5050379608262404,16.58323444553027,-45.08899131169534,-0.31689038940393743,-0.20283113752583137
600,2017,3,BUENOS AIRES,8.425706211853651,17.935870973592106,55.62938339533962,-35.633728326052875,-59.695392866402734,56.27214416169132,-1.1554339220045122,16.77973513236217,-49.786417095443625,-0.6787782747627524,-0.36869946989195235
602,2017,3,CATAMARCA,5.260018066713561,8.265091234974188,32.49092567790524,-27.97273476331947,-66.12713970412685,25.97712106768351,20.04807334452556,7.806521941530631,-32.62021030479259,0.9844908157448105,-0.45368930477714975
603,2017,3,CHACO,8.484871287555498,8.012103738024656,29.975925647657625,-26.86207729911804,-60.15511735633289,29.045524775453423,3.1038269948367914,12.89496189060927,-34.200105750335034,-0.2223982414434218,-0.14752579877350724
604,2017,3,CHUBUT,3.4783469156690874,14.16737183585357,46.21537746651841,-44.077151734192086,-68.66765299463769,35.54601117914412,23.086182288793196,6.076722322942862,-42.759488901829926,-1.6084440949516488,-1.3834557910787848
605,2017,3,CORDOBA,9.11557287304998,19.076953915608296,62.30700225296333,-31.846608244153405,-63.96214628932277,58.973528908003566,5.3500782005624785,14.8182495375679,-38.4841451755839,-0.3139038711848272,-0.4487846256843886
606,2017,3,CORRIENTES,7.447416428085263,8.470212670540503,32.16543574593796,-28.61578113415668,-57.97533573736128,31.38612136835505,2.4228317120850136,11.493228365457124,-35.20170146041421,-0.09205094976911177,-0.113386363830978
607,2017,3,ENTRE RIOS,6.993400639349653,13.741494179292031,45.95812167017718,-31.925167566210387,-59.26302098168299,45.38933102824724,1.2376281302615384,10.524753506287304,-33.55283204331658,-0.5761410008915462,-0.28205980282914167
608,2017,3,FORMOSA,7.06882153411281,5.43429504811395,21.35038438007076,-25.09315954739276,-59.46860152020448,19.965076445261992,6.488444939201497,9.318495441068285,-24.14202937784095,0.02023497596251289,-0.09935472664251321
609,2017,3,JUJUY,4.689006725369201,5.791142800512126,22.64536299508256,-23.523573011085336,-65.43805280478172,22.403415894624064,1.0684178500960004,7.669872151814152,-38.86460383488776,-0.024692638266164302,-0.023265024543891677
610,2017,3,LA PAMPA,3.4381011143320657,22.780807976856146,69.13993701142644,-36.47714174789248,-64.4553406128059,63.49352648099681,8.166641125947903,4.283048376167659,-19.727707642462498,-0.6291217970626555,-0.7480497374700477
611,2017,3,LA RIOJA,5.010090208766659,13.70065107981072,51.46525230494696,-29.330863895517307,-67.13983451857555,16.203445806143563,68.51575562064028,6.156013225626096,-18.614693875075154,-0.027314580548772227,-2.345831417364786
612,2017,3,MENDOZA,3.512962661663036,9.964323465862444,35.70493177720565,-33.368795530481485,-68.68534600457129,31.75860536139077,11.052608755674056,5.786015677158131,-39.28528960729557,0.6640424714219328,-0.36478421156063634
613,2017,3,MISIONES,8.430383025286991,8.227833589371523,30.205990933031902,-27.058215458325986,-54.96724865075839,30.089248025085933,0.38648925044304594,12.487485758721087,-32.48934823089325,-0.2549558885239911,-0.09764130151274708
614,2017,3,NEUQUEN,8.16517738570226,18.10848135178631,60.8304131050389,-38.49954335558701,-69.8742115743201,61.91013427666159,-1.7749693229245027,14.674244286624784,-44.35708424763911,-0.12240381347789153,-0.03664617222429012
615,2017,3,RIO NEGRO,5.487278804673885,14.924361907723748,48.51865893950063,-39.89645026413934,-67.6105113380815,46.02080512293318,5.148233424345257,10.06446008106754,-45.478656972408125,-0.26345175499897167,-0.2911553589763609
616,2017,3,SALTA,6.133146206896552,9.649427484390076,39.839700806907416,-24.248013631473587,-64.70250708135784,32.739420263626215,17.822123157235538,9.265848177562406,-33.80912260414332,0.010610948636418982,-0.43592978814105354
617,2017,3,SAN JUAN,3.4497842064911834,8.245115565495915,32.36688935995978,-31.31442612644254,-68.50334378949645,26.96461612024698,16.69073966185891,5.738204725877363,-39.880426522012655,0.5265869626754602,-0.3548525996412899
618,2017,3,SAN LUIS,3.50338739319684,4.429809174940647,15.477861790298098,-32.98264595285886,-65.88683861327827,9.513970314868304,38.531753004592055,8.814987579354126,-60.256468183775546,1.3998819346668476,-0.4009078740718235
619,2017,3,SANTA CRUZ,3.610470505758638,9.907366563740627,33.29182971658959,-48.863730255517886,-69.86373350526509,26.24861982870956,21.15597114318514,5.369715716600383,-32.762352863543015,1.3035449151324823,-0.5227269549512976
620,2017,3,SANTA FE,7.792215148399743,19.15216489884956,60.90635563451515,-31.64634283294476,-61.04726054930406,52.26961123969867,14.18036640813575,12.357326043488577,-36.94254630025174,-0.25351557547945447,-0.8106069057302827
621,2017,3,SANTIAGO DEL ESTERO,5.178558078335373,8.716515836151316,35.12104488438485,-27.784103764741893,-63.62189998971087,14.118988073971998,59.799066000313005,5.779842512369051,-10.403128333460813,1.487827886484589,-1.258663325182412
622,2017,3,TIERRA DEL FUEGO,3.475358271865121,19.49276439686788,65.74180473434595,-62.35015217161648,-59.53190998460846,68.46322075955756,-4.13955174520763,5.98788374717833,-41.960157902150094,1.734271043839815,0.27599084283875186
623,2017,3,TUCUMAN,6.385176801555399,9.833448455500244,39.69537916123259,-26.998180477681764,-65.29453734502505,38.18623365639289,3.8018165759544114,15.255950362488306,-58.14631897823014,-0.049838505150960444,-0.20283113752583137
624,2017,2,BUENOS AIRES,7.198747751887984,18.10415648100048,56.27214416169132,-35.633728326052875,-59.695392866402734,58.57400244920328,-4.090582155351746,14.679375512175804,-50.96012261613592,0.168285507408374,-0.36869946989195235
626,2017,2,CATAMARCA,5.102182825899711,6.608185687419579,25.97712106768351,-27.97273476331947,-66.12713970412685,25.659350838021503,1.2232696180383285,7.693096507452943,-33.678424273544444,-1.6569055475546088,-0.45368930477714975
627,2017,2,CHACO,7.689213433544128,7.763587198662014,29.045524775453423,-26.86207729911804,-60.15511735633289,28.62166053842791,1.459309963591096,12.499460181995785,-38.48363592037625,-0.24851653936264206,-0.14752579877350724
628,2017,2,CHUBUT,3.44726909222351,10.897114883440477,35.54601117914412,-44.077151734192086,-68.66765299463769,35.662220237763016,-0.3269257358673278,5.329857730598913,-35.321555162108574,-3.270256952413094,-1.3834557910787848
629,2017,2,CORDOBA,7.421321799076774,18.05661531060883,58.973528908003566,-31.846608244153405,-63.96214628932277,57.65332959287443,2.2386303475048908,13.876809406349514,-46.51997024848484,-1.0203386049994663,-0.4487846256843886
630,2017,2,CORRIENTES,6.791580482607055,8.265165616133114,31.38612136835505,-28.61578113415668,-57.97533573736128,30.940600109644144,1.4194849165405314,10.87765289559918,-37.56391615184968,-0.20504705440738924,-0.113386363830978
631,2017,2,ENTRE RIOS,6.287810106292773,13.571663585663645,45.38933102824724,-31.925167566210387,-59.26302098168299,44.907273687041226,1.0620498920903148,10.186702751759965,-38.274334104758054,-0.1698305936283866,-0.28205980282914167
632,2017,2,FORMOSA,6.1786533146404965,5.081818706168551,19.965076445261992,-25.09315954739276,-59.46860152020448,19.842489178645863,0.6140085010554577,8.974986530777175,-31.15696281601588,-0.35247634194539845,-0.09935472664251321
633,2017,2,JUJUY,4.541861878194008,5.729417105648426,22.403415894624064,-23.523573011085336,-65.43805280478172,22.756985962232346,-1.5781971341840062,6.289345589213642,-27.78482572203704,-0.06172569486369994,-0.023265024543891677
634,2017,2,LA PAMPA,3.3182593614961053,20.920811368324543,63.49352648099681,-36.47714174789248,-64.4553406128059,62.66928104575163,1.298156648287401,4.098364171057469,-19.034541026647688,-1.8599966085316026,-0.7480497374700477
635,2017,2,LA RIOJA,5.53385510805501,4.313641371128342,16.203445806143563,-29.330863895517307,-67.13983451857555,16.19552414605418,0.04888873752014002,5.591861584368082,-1.0373374848051886,-9.387009708682378,-2.345831417364786
636,2017,2,MENDOZA,3.507255863215121,8.863231962926129,31.75860536139077,-33.368795530481485,-68.68534600457129,31.843012770179666,-0.2657780712609935,5.880529663045039,-40.35816390391263,-1.101091502936315,-0.36478421156063634
637,2017,2,MISIONES,7.604338490520663,8.196262181174568,30.089248025085933,-27.058215458325986,-54.96724865075839,29.522202363131044,1.8845458068015974,11.759657402552,-35.33537389558286,-0.03157140819695492,-0.09764130151274708
638,2017,2,NEUQUEN,6.700610698446883,18.43063459528346,61.91013427666159,-38.49954335558701,-69.8742115743201,61.02302006782746,1.4329062910279373,13.365011560107956,-49.86453495897493,0.32215324349715146,-0.03664617222429012
639,2017,2,RIO NEGRO,4.741350857381452,14.1565144707972,46.02080512293318,-39.89645026413934,-67.6105113380815,46.02953874119518,-0.018977543392970975,9.509595114373948,-50.14140139137151,-0.767847436926548,-0.2911553589763609
640,2017,2,SALTA,5.756213134839845,7.929941866624195,32.739420263626215,-24.248013631473587,-64.70250708135784,32.57548931482305,0.5007142688634947,8.928271706442677,-35.52824864541098,-1.7194856177658808,-0.43592978814105354
641,2017,2,SAN JUAN,3.492033809523809,6.869062671706707,26.96461612024698,-31.31442612644254,-68.50334378949645,27.03676098842391,-0.26755384855176717,5.845597830692315,-40.26216119095837,-1.3760528937892085,-0.3548525996412899
642,2017,2,SAN LUIS,3.502824149975052,2.722999699195193,9.513970314868304,-32.98264595285886,-65.88683861327827,9.545500193678896,-0.33140610877581633,5.900575184880855,-40.635886498821364,-1.7068094757454544,-0.4009078740718235
643,2017,2,SANTA CRUZ,3.60311348968991,7.812000426302888,26.24861982870956,-48.863730255517886,-69.86373350526509,26.52499173785465,-1.0529007275376978,5.189289950855788,-30.566348694859403,-2.095366137437739,-0.5227269549512976
644,2017,2,SANTA FE,6.838749250446204,16.436519275562326,52.26961123969867,-31.64634283294476,-61.04726054930406,51.970107692080425,0.5729974654771707,11.74888462281756,-41.79235331697241,-2.7156456232872337,-0.8106069057302827
645,2017,2,SANTIAGO DEL ESTERO,5.05794740805446,3.5041532386183105,14.118988073971998,-27.784103764741893,-63.62189998971087,14.702119493368588,-4.130121906339579,5.911001646998384,-14.43163595423978,-5.212362597533006,-1.258663325182412
646,2017,2,TIERRA DEL FUEGO,3.476761467376085,20.30130511507835,68.46322075955756,-62.35015217161648,-59.53190998460846,68.91974851288131,-0.6668219056288306,5.942745057375916,-41.49569880907381,0.8085407182104696,0.27599084283875186
